نوع الجهاز,اسم الجهاز,نظام التشغيل,المتصفح,اخر نشاط,تاريخ تسجيل الدخول
Desktop,Unknown, ,GNU/Linux,Chrome 125,12:42 الأربعاء، ٢٤ يوليو ٢٠٢٤,19:26 الثلاثاء، ٢٣ يوليو ٢٠٢٤
